file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxaname_alternative	Taxa_NCBI	Taxa_Assigment	ReDU_Availability	Blank	QC
mzspec:MSV000081030:Mtab_FT_020311_21	0.04	mzspec:MSV000081030:Mtab_FT_020311_21:scan:4052	1	0.95	6	MSV000081030	NoID	MSV000081030/ccms_peak/raw/MTBLS144/Mtab_FT_020311_21.mzML	MSV000081030/Mtab_FT_020311_21.mzML	MSV000081030	Thalassiosira pseudonana		35128	automatic	No	No	No
mzspec:MSV000085043:U_2020-02-20_Seg1T2	0.01	mzspec:MSV000085043:U_2020-02-20_Seg1T2:scan:3023	1	0.92	5	MSV000085043	NoID	MSV000085043/ccms_peak/U_2020-02-20_Seg1T2.mzML	MSV000085043/U_2020-02-20_Seg1T2.mzML	MSV000085043	Eurotium pseudoglaucum	Aspergillus pseudoglaucus	1405805	automatic	No	No	No
mzspec:MSV000081030:Mtab_FT_020311_05	0.04	mzspec:MSV000081030:Mtab_FT_020311_05:scan:4151	1	0.92	5	MSV000081030	NoID	MSV000081030/ccms_peak/raw/MTBLS144/Mtab_FT_020311_05.mzML	MSV000081030/Mtab_FT_020311_05.mzML	MSV000081030	Thalassiosira pseudonana		35128	automatic	No	No	No
mzspec:MSV000081030:Mtab_FT_020211_04	0.0	mzspec:MSV000081030:Mtab_FT_020211_04:scan:4750	1	0.92	5	MSV000081030	NoID	MSV000081030/ccms_peak/raw/MTBLS144/Mtab_FT_020211_04.mzML	MSV000081030/Mtab_FT_020211_04.mzML	MSV000081030	Thalassiosira pseudonana		35128	automatic	No	No	No
mzspec:MSV000081030:Mtab_FT_020311_17	0.04	mzspec:MSV000081030:Mtab_FT_020311_17:scan:4140	1	0.91	6	MSV000081030	NoID	MSV000081030/ccms_peak/raw/MTBLS144/Mtab_FT_020311_17.mzML	MSV000081030/Mtab_FT_020311_17.mzML	MSV000081030	Thalassiosira pseudonana		35128	automatic	No	No	No
mzspec:MSV000081030:Mtab_FT_020311_03	0.04	mzspec:MSV000081030:Mtab_FT_020311_03:scan:4025	1	0.91	5	MSV000081030	NoID	MSV000081030/ccms_peak/raw/MTBLS144/Mtab_FT_020311_03.mzML	MSV000081030/Mtab_FT_020311_03.mzML	MSV000081030	Thalassiosira pseudonana		35128	automatic	No	No	No
mzspec:MSV000081030:Mtab_FT_020211_06	0.04	mzspec:MSV000081030:Mtab_FT_020211_06:scan:4081	1	0.9	5	MSV000081030	NoID	MSV000081030/ccms_peak/raw/MTBLS144/Mtab_FT_020211_06.mzML	MSV000081030/Mtab_FT_020211_06.mzML	MSV000081030	Thalassiosira pseudonana		35128	automatic	No	No	No
mzspec:MSV000085043:A_2020-02-20_Seg1T2	0.01	mzspec:MSV000085043:A_2020-02-20_Seg1T2:scan:2913	1	0.9	4	MSV000085043	NoID	MSV000085043/ccms_peak/A_2020-02-20_Seg1T2.mzML	MSV000085043/A_2020-02-20_Seg1T2.mzML	MSV000085043	Eurotium pseudoglaucum	Aspergillus pseudoglaucus	1405805	automatic	No	No	No
mzspec:MSV000085071:P1_E8_GE8_01_53148	0.02	mzspec:MSV000085071:P1_E8_GE8_01_53148:scan:1190	1	0.89	6	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_E8_GE8_01_53148.mzXML	MSV000085071/P1_E8_GE8_01_53148.mzXML	MSV000085071	Coprinopsis atramentaria		71694	automatic	Yes	No	No
mzspec:MSV000089766:B8AM	0.0	mzspec:MSV000089766:B8AM:scan:4077	1	0.89	6	MSV000089766	NoID	MSV000089766/ccms_peak/B8AM.mzML	MSV000089766/B8AM.mzXML	MSV000089766	Cryptoglena skujai		161229	automatic	No	No	No
mzspec:MSV000089766:B8AB	0.0	mzspec:MSV000089766:B8AB:scan:4161	1	0.89	6	MSV000089766	NoID	MSV000089766/ccms_peak/B8AB.mzML	MSV000089766/B8AB.mzXML	MSV000089766	Cryptoglena skujai		161229	automatic	No	No	No
mzspec:MSV000089767:B9AM	0.04	mzspec:MSV000089767:B9AM:scan:2813	1	0.89	5	MSV000089767	NoID	MSV000089767/ccms_peak/B9AM.mzML	MSV000089767/B9AM.mzXML	MSV000089767	Trachelomonas sp.		2576610	automatic	No	No	No
mzspec:MSV000085071:P1_E6_GE6_01_53146	0.02	mzspec:MSV000085071:P1_E6_GE6_01_53146:scan:1188	1	0.89	5	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_E6_GE6_01_53146.mzXML	MSV000085071/P1_E6_GE6_01_53146.mzXML	MSV000085071	Coprinellus micaceus		71717	automatic	Yes	No	No
mzspec:MSV000082062:P1425	0.04	mzspec:MSV000082062:P1425:scan:550	1	0.89	5	MSV000082062	NoID	MSV000082062/ccms_peak/G1/P1425.mzML	MSV000082062/P1425.mzML	MSV000082062	Fungi		4751	automatic	No	No	No
mzspec:MSV000085071:P1_B5_GB5_01_53106	0.02	mzspec:MSV000085071:P1_B5_GB5_01_53106:scan:1185	1	0.89	5	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_B5_GB5_01_53106.mzXML	MSV000085071/P1_B5_GB5_01_53106.mzXML	MSV000085071	Amanita protecta		1579108	automatic	Yes	No	No
mzspec:MSV000085071:P2_C5_BC5_01_53228	-0.0	mzspec:MSV000085071:P2_C5_BC5_01_53228:scan:1203	1	0.89	4	MSV000085071	NoID	MSV000085071/ccms_peak/Mushrooms_NEG_P2_mzXML/P2_C5_BC5_01_53228.mzML	MSV000085071/P2_C5_BC5_01_53228.mzML	MSV000085071	Fungi		4751	automatic	No	No	No
mzspec:MSV000085071:P1_C12_GC12_01_53126	0.02	mzspec:MSV000085071:P1_C12_GC12_01_53126:scan:1175	1	0.88	5	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P1_mzXML/P1_C12_GC12_01_53126.mzXML	MSV000085071/P1_C12_GC12_01_53126.mzXML	MSV000085071	Chrysomphalina aurantiaca		669518	automatic	Yes	No	No
mzspec:MSV000085071:P3_A3_BA3_01_52800	-0.0	mzspec:MSV000085071:P3_A3_BA3_01_52800:scan:1167	1	0.88	5	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P3_mzXML/P3_A3_BA3_01_52800.mzXML	MSV000085071/P3_A3_BA3_01_52800.mzXML	MSV000085071	Ramariopsis kunzei		359122	automatic	Yes	No	No
mzspec:MSV000085071:P2_D6_BD6_01_53242	0.0	mzspec:MSV000085071:P2_D6_BD6_01_53242:scan:1190	1	0.88	5	MSV000085071	NoID	MSV000085071/peak/Mushrooms_NEG_P2_mzXML/P2_D6_BD6_01_53242.mzXML	MSV000085071/P2_D6_BD6_01_53242.mzXML	MSV000085071	Gomphus clavatus		80588	automatic	Yes	No	No
