USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000223681	CCMSLIB00000223681	0.95	4	Massbank:UF408902 Caffeine|1,3,7-trimethyl-3,7-dihydro-1H-purine-2,6-dione|1,3,7-trimethylpurine-2,6-dione	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006364276	CCMSLIB00006364276	0.94	4	Caffeine	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005489781	CCMSLIB00005489781	0.93	4	Massbank:FIO00570 Caffeine [IIN-based: Match]	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006364232	CCMSLIB00006364232	0.93	4	Caffeine	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006410711	CCMSLIB00006410711	0.93	4	1,3,7-trimethyl-3,7-dihydro-1H-purine-2,6-dione	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006364587	CCMSLIB00006364587	0.93	4	Caffeine	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006410779	CCMSLIB00006410779	0.93	4	1,3,7-trimethyl-3,7-dihydro-1H-purine-2,6-dione	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006364631	CCMSLIB00006364631	0.93	4	Caffeine	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006364542	CCMSLIB00006364542	0.93	4	Caffeine	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006364497	CCMSLIB00006364497	0.93	4	Caffeine	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006364452	CCMSLIB00006364452	0.93	4	Caffeine	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006364319	CCMSLIB00006364319	0.93	4	Caffeine	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006364187	CCMSLIB00006364187	0.93	4	Caffeine	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006364362	CCMSLIB00006364362	0.93	4	Caffeine	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006410734	CCMSLIB00006410734	0.93	4	1,3,7-trimethyl-3,7-dihydro-1H-purine-2,6-dione	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006364407	CCMSLIB00006364407	0.93	4	Caffeine	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000214467	CCMSLIB00000214467	0.92	4	Massbank:FIO00570 Caffeine	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006364053	CCMSLIB00006364053	0.92	4	Caffeine	[M+H]+	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000215956	CCMSLIB00000215956	0.92	4	Massbank:FIO00570 Caffeine	[M+H]+	1
