USI	Cosine	Matching Peaks	Status
mzspec:MSV000086926:20200126_DOM_SIO_SZ_XX_1:scan:1534	0.99	9	NoID
mzspec:MSV000081344:SEED_C18p_Palmer_1_BG4_01_10645:scan:1496	0.99	9	NoID
mzspec:MSV000087006:20200126_DOM_SIO_SZ_XX_1:scan:1534	0.99	9	NoID
mzspec:MSV000082074:G87519_1x_RG8_01_26461:scan:1499	0.98	9	NoID
mzspec:MSV000083040:G87519_1x_RG8_01_26461:scan:1499	0.98	9	NoID
mzspec:MSV000084734:G78982_1x_RF7_01_18968:scan:1496	0.98	9	NoID
mzspec:MSV000082074:G78982_1x_RF7_01_18968:scan:1496	0.98	9	NoID
mzspec:MSV000084900:G78982_1x_RF7_01_18968:scan:1496	0.98	9	NoID
mzspec:MSV000083010:G87519_1x_RG8_01_26461:scan:1499	0.98	9	NoID
mzspec:MSV000081750:G78982_1x_RF7_01_18968:scan:1496	0.98	9	NoID
mzspec:MSV000082071:G87519_1x_RG8_01_26461:scan:1499	0.98	9	NoID
mzspec:MSV000084900:G87519_1x_RG8_01_26461:scan:1499	0.98	9	NoID
mzspec:MSV000083010:G78982_1x_RF7_01_18968:scan:1496	0.98	9	NoID
mzspec:MSV000084900:G87317_RC8_01_26104:scan:1491	0.98	8	NoID
mzspec:MSV000082069:G87317_RC8_01_26104:scan:1491	0.98	8	NoID
mzspec:MSV000082074:CW_139.S_F2.T10_MeOH_RC2_01_13341:scan:1388	0.97	9	NoID
mzspec:MSV000081350:CW_139.S_F2.T10_MeOH_RC2_01_13341:scan:1388	0.97	9	NoID
mzspec:MSV000084900:G78997_1x_RD12_01_18844:scan:1496	0.97	9	NoID
mzspec:MSV000083010:G78997_1x_RD12_01_18844:scan:1502	0.97	9	NoID
mzspec:MSV000081350:CW_146.S_F1.T14_RC9_01_13220:scan:1388	0.97	9	NoID
mzspec:MSV000083010:G79494_1x_10ul_RF8_01_19883:scan:1504	0.97	9	NoID
mzspec:MSV000082074:G78997_1x_RD12_01_18844:scan:1496	0.97	9	NoID
mzspec:MSV000081350:CW_137.S_F3.T9_MeOH_RB11_01_13338:scan:1322	0.97	9	NoID
mzspec:MSV000081750:G78997_1x_RD12_01_18844:scan:1502	0.97	9	NoID
mzspec:MSV000081676:G79494_1x_10ul_RF8_01_19883:scan:1504	0.97	9	NoID
mzspec:MSV000084734:G78997_1x_RD12_01_18844:scan:1496	0.97	9	NoID
mzspec:MSV000089210:GNPS-SUSPECTLIST:scan:46731	0.97	9	NoID
mzspec:MSV000084900:G79494_1x_10ul_RF8_01_19883:scan:1504	0.97	9	NoID
mzspec:MSV000082074:G79494_1x_10ul_RF8_01_19883:scan:1504	0.97	9	NoID
mzspec:MSV000084900:CW_146.S_F1.T14_RC9_01_13220:scan:1388	0.97	9	NoID
mzspec:MSV000082074:CW_137.S_F3.T9_MeOH_RB11_01_13338:scan:1322	0.97	9	NoID
mzspec:MSV000086926:20200124_DOM_SS_SZ_1:scan:1507	0.97	8	NoID
mzspec:MSV000086926:20200127_DOM_SIO_OW_XX_1:scan:1519	0.97	8	NoID
mzspec:MSV000087006:20200124_DOM_SS_SZ_1:scan:1507	0.97	8	NoID
mzspec:MSV000086926:20200214_DOM_SS_SZ_1:scan:1510	0.97	8	NoID
mzspec:MSV000087006:20200214_DOM_SS_SZ_1:scan:1510	0.97	8	NoID
mzspec:MSV000087006:20200304_DOM_SS_SZ_2:scan:1498	0.97	8	NoID
mzspec:MSV000086926:20200304_DOM_SS_SZ_2:scan:1498	0.97	8	NoID
mzspec:MSV000087006:20200127_DOM_SIO_OW_XX_1:scan:1519	0.97	8	NoID
mzspec:MSV000081350:CW_133.S_F2.T8_MeOH_RB7_01_13334:scan:1388	0.96	9	NoID
mzspec:MSV000083040:G87516_1x_RH8_01_26476:scan:1502	0.96	9	NoID
mzspec:MSV000081350:CW_122.S_F3.T4_MeOH_RA7_01_13322:scan:1388	0.96	9	NoID
mzspec:MSV000084900:G87516_1x_RH8_01_26476:scan:1502	0.96	9	NoID
mzspec:MSV000082074:G87516_1x_RH8_01_26476:scan:1502	0.96	9	NoID
mzspec:MSV000081350:CW_145.S_F1.T13_MeOH_RC8_01_13347:scan:1388	0.96	9	NoID
mzspec:MSV000082071:G87516_1x_RH8_01_26476:scan:1502	0.96	9	NoID
mzspec:MSV000082074:G72824_1x_RE1_01_18552:scan:1472	0.96	9	NoID
mzspec:MSV000082074:CW_28.S_P2.T9_MeOH_BB8_01_13244:scan:1388	0.96	9	NoID
mzspec:MSV000083010:G87516_1x_RH8_01_26476:scan:1502	0.96	9	NoID
mzspec:MSV000081350:CW_136.S_F2.T9_MeOH_RB10_01_13337:scan:1394	0.96	9	NoID
mzspec:MSV000082074:CW_136.S_F2.T9_MeOH_RB10_01_13337:scan:1394	0.96	9	NoID
mzspec:MSV000081350:CW_28.S_P2.T9_MeOH_BB8_01_13244:scan:1388	0.96	9	NoID
mzspec:MSV000084734:G72824_1x_RE1_01_18552:scan:1472	0.96	9	NoID
mzspec:MSV000082074:CW_145.S_F1.T13_MeOH_RC8_01_13347:scan:1388	0.96	9	NoID
mzspec:MSV000083040:G72824_1x_RE1_01_18552:scan:1472	0.96	9	NoID
mzspec:MSV000081666:G72824_1x_RE1_01_18552:scan:1472	0.96	9	NoID
mzspec:MSV000082074:CW_122.S_F3.T4_MeOH_RA7_01_13322:scan:1388	0.96	9	NoID
mzspec:MSV000084900:G72824_1x_RE1_01_18552:scan:1472	0.96	9	NoID
mzspec:MSV000083010:G72824_1x_RE1_01_18552:scan:1472	0.96	9	NoID
mzspec:MSV000082074:CW_133.S_F2.T8_MeOH_RB7_01_13334:scan:1388	0.96	9	NoID
mzspec:MSV000086926:20200127_DOM_SIO_OW_XX_2:scan:1514	0.96	8	NoID
