USI	GNPSLibraryAccession	Cosine	Matching Peaks	CompoundName	Adduct	Charge
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010059354	CCMSLIB00010059354	1.0	4	PE(18:2/0:0); [M-H]- C23H43N1O7P1	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010059514	CCMSLIB00010059514	1.0	4	PE(18:2/0:0); [M-H]- C23H43N1O7P1	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010059714	CCMSLIB00010059714	1.0	4	PE(18:2/0:0); [M-H]- C23H43N1O7P1	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010059515	CCMSLIB00010059515	1.0	4	PE(18:2/0:0); [M-H]- C23H43N1O7P1	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010059274	CCMSLIB00010059274	0.99	4	PE(18:2/0:0); [M-H]- C23H43N1O7P1	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010059429	CCMSLIB00010059429	0.99	4	PE(18:2/0:0); [M-H]- C23H43N1O7P1	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010059802	CCMSLIB00010059802	0.99	4	PE(18:2/0:0); [M-H]- C23H43N1O7P1	M-H	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009987589	CCMSLIB00009987589	0.98	4	Suspect related to Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14 (predicted molecular formula: C23H44NO7P) with delta m/z -4.031 (putative explanation: x2 reduction (reverse); atomic difference: -4H)	[M-H]-	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009984252	CCMSLIB00009984252	0.98	4	Suspect related to Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14 (predicted molecular formula: C23H44NO7P) with delta m/z -2.016 (putative explanation: 2-amino-3-oxo-butanoic_acid|Intact disulfide bridge|Val->Pro substitution; atomic difference: -2H|-2H|-2H)	[M-H]-	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009956464	CCMSLIB00009956464	0.98	4	Suspect related to Massbank:LQB00176 PE 34:2 (predicted molecular formula: C23H44NO7P) with delta m/z -238.23 (putative explanation: Palmitoylation (reverse); atomic difference: -16C,-30H,-1O)	[M-H]-	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009987060	CCMSLIB00009987060	0.96	4	Suspect related to Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14 (predicted molecular formula: C20H35N11O3) with delta m/z 24.007 (putative explanation: unspecified; atomic difference: unspecified)	[M-H]-	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009956499	CCMSLIB00009956499	0.96	4	Suspect related to Massbank:LQB00196 PE 36:2 (predicted molecular formula: C23H44NO7P) with delta m/z -266.261 (putative explanation: stearoylation (reverse); atomic difference: -18C,-34H,-1O)	[M-H]-	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009987058	CCMSLIB00009987058	0.93	4	Suspect related to Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14 (predicted molecular formula: C21H35N9O4) with delta m/z 23.99 (putative explanation: unspecified; atomic difference: unspecified)	[M-H]-	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009929344	CCMSLIB00009929344	0.91	4	Suspect related to 1-Oleoyl-sn-glycero-3-phosphoethanolamine (predicted molecular formula: C23H44NO7P) with delta m/z -2.016 (putative explanation: 2-amino-3-oxo-butanoic_acid|Intact disulfide bridge|Val->Pro substitution; atomic difference: -2H|-2H|-2H)	[M-H]-	1
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00009987059	CCMSLIB00009987059	0.91	4	Suspect related to Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14 (predicted molecular formula: C23H44NO7P) with delta m/z 24.0 (putative explanation: unspecified; atomic difference: 2C)	[M-H]-	1
