USI	Cosine	Matching Peaks	Status
mzspec:MSV000083300:BP000098494_n:scan:2497	0.94	4	NoID
mzspec:MSV000083300:BP000096920_n:scan:2459	0.94	4	NoID
mzspec:MSV000083300:BP000096976_n:scan:2468	0.94	4	NoID
mzspec:MSV000083300:BP000098398_n:scan:2464	0.94	4	NoID
mzspec:MSV000083300:BP000096984_n:scan:2479	0.94	4	NoID
mzspec:MSV000083300:BP000096912_n:scan:2482	0.94	4	NoID
mzspec:MSV000083300:BP000096960_n:scan:2470	0.94	4	NoID
mzspec:MSV000083300:BP000098382_n:scan:2484	0.94	4	NoID
mzspec:MSV000083300:BP000096968_n:scan:2466	0.94	4	NoID
mzspec:MSV000083300:BP000097000_n:scan:2486	0.94	4	NoID
mzspec:MSV000083300:BP000097016_n:scan:2468	0.94	4	NoID
mzspec:MSV000083300:BP000098406_n:scan:2474	0.94	4	NoID
mzspec:MSV000083300:BP000096904_n:scan:2499	0.94	4	NoID
mzspec:MSV000083300:BP000097024_n:scan:2469	0.93	4	NoID
mzspec:MSV000083300:BP000096992_n:scan:2477	0.93	4	NoID
mzspec:MSV000083300:BP000096936_n:scan:2474	0.93	4	NoID
mzspec:MSV000083300:BP000098358_n:scan:2509	0.93	4	NoID
mzspec:MSV000083300:BP000096928_n:scan:2483	0.93	4	NoID
mzspec:MSV000083300:BP000096896_n:scan:2475	0.93	4	NoID
mzspec:MSV000083300:BP000097056_n:scan:2504	0.93	4	NoID
mzspec:MSV000083300:BP000096825_n:scan:2469	0.93	4	NoID
mzspec:MSV000083300:BP000096857_n:scan:2455	0.93	4	NoID
mzspec:MSV000083300:BP000097164_n:scan:2481	0.93	4	NoID
mzspec:MSV000083300:BP000097172_n:scan:2496	0.93	4	NoID
mzspec:MSV000083300:BP000097180_n:scan:2502	0.93	4	NoID
mzspec:MSV000083300:BP000097064_n:scan:2503	0.93	4	NoID
mzspec:MSV000083300:BP000097048_n:scan:2480	0.93	4	NoID
mzspec:MSV000083300:BP000098462_n:scan:2500	0.93	4	NoID
mzspec:MSV000084314:MSV000083300:scan:40908	0.92	4	NoID
mzspec:MSV000083300:BP000098486_n:scan:2485	0.92	4	NoID
mzspec:MSV000083300:BP000098422_n:scan:2460	0.92	4	NoID
mzspec:MSV000083300:BP000097072_n:scan:2477	0.92	4	NoID
mzspec:MSV000083300:BP000097140_n:scan:2506	0.92	4	NoID
mzspec:MSV000083300:BP000097156_n:scan:2472	0.92	4	NoID
mzspec:MSV000083300:BP000098454_n:scan:2479	0.92	4	NoID
mzspec:MSV000087728:VGF151_G09_neg:scan:3064	0.91	5	NoID
mzspec:MSV000087728:VGF159_H08_neg:scan:3019	0.91	5	NoID
mzspec:MSV000083300:BP000096888_n:scan:2474	0.91	4	NoID
mzspec:MSV000083300:BP000098478_n:scan:2483	0.91	4	NoID
mzspec:MSV000083300:BP000097032_n:scan:2516	0.9	4	NoID
mzspec:MSV000087728:VGF141_G04_neg:scan:2971	0.89	5	NoID
mzspec:MSV000087728:VGF159_G08_neg:scan:3024	0.89	5	NoID
mzspec:MSV000083300:BP000096872_n:scan:2467	0.89	4	NoID
mzspec:MSV000083300:BP000096856_n:scan:2466	0.89	4	NoID
mzspec:MSV000084314:MSV000087728:scan:440727	0.89	4	NoID
mzspec:MSV000082331:E11_Hand_swab_pre_Bell_pepper:scan:3621	0.87	4	NoID
mzspec:MSV000083989:180323_PMA_TS_Blank_A_neg:scan:2874	0.87	4	NoID
mzspec:MSV000083300:BP000097008_n:scan:2460	0.86	4	NoID
mzspec:MSV000083300:BP000098430_n:scan:2480	0.86	4	NoID
mzspec:MSV000083300:BP000096952_n:scan:2494	0.86	4	NoID
mzspec:MSV000083300:BP000098414_n:scan:2472	0.86	4	NoID
mzspec:MSV000083989:Bacopa_neg_df_new:scan:3740	0.86	4	NoID
mzspec:MSV000082331:D10_Hand_swab_Tomato:scan:3711	0.86	4	NoID
mzspec:MSV000085506:UDN_BG_A_C_Biorec288729_L_105_NEG_18Mar17_Lola-WCSH7906:scan:576	0.85	4	NoID
mzspec:MSV000083300:BP000096880_n:scan:2475	0.85	4	NoID
mzspec:MSV000084715:UDN_BG_A_C_Biorec288729_L_105_NEG_18Mar17_Lola-WCSH7906:scan:576	0.85	4	NoID
mzspec:MSV000083300:BP000096816_n:scan:2489	0.84	4	NoID
mzspec:MSV000083300:BP000096824_n:scan:2473	0.84	4	NoID
mzspec:MSV000087995:DOM_Interlab-LCMS_Lab018_A5M_Neg_MS2_rep3:scan:5684	0.83	4	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab018_A5M_Neg_MS2_rep3:scan:5684	0.83	4	NoID
mzspec:MSV000087728:VGF144_H08_neg:scan:2964	0.82	5	NoID
mzspec:MSV000083300:BP000096890_n:scan:2526	0.81	4	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab018_A5M_Neg_MS2_rep1:scan:5722	0.81	4	NoID
mzspec:MSV000087995:DOM_Interlab-LCMS_Lab018_A15M_Neg_MS2_rep2:scan:5666	0.81	4	NoID
mzspec:MSV000084314:MSV000088823:scan:333748	0.81	4	NoID
mzspec:MSV000087995:DOM_Interlab-LCMS_Lab018_A5M_Neg_MS2_rep1:scan:5722	0.81	4	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab018_A15M_Neg_MS2_rep2:scan:5666	0.81	4	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab018_A45M_Neg_MS2_rep1:scan:5619	0.8	4	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab018_M_Neg_MS2_rep2:scan:5720	0.8	4	NoID
mzspec:MSV000087995:DOM_Interlab-LCMS_Lab018_M_Neg_MS2_rep2:scan:5720	0.8	4	NoID
mzspec:MSV000087995:DOM_Interlab-LCMS_Lab018_A45M_Neg_MS2_rep1:scan:5619	0.79	4	NoID
mzspec:MSV000083300:BP000097040_n:scan:2470	0.78	4	NoID
mzspec:MSV000087995:DOM_Interlab-LCMS_Lab018_PPLBlank_Neg_MS2_rep1:scan:3597	0.78	4	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab018_PPLBlank_Neg_MS2_rep1:scan:3597	0.78	4	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab018_QCmix_Neg_MS2_rep1:scan:3682	0.75	4	NoID
mzspec:MSV000087995:DOM_Interlab-LCMS_Lab018_QCmix_Neg_MS2_rep1:scan:3682	0.75	4	NoID
mzspec:MSV000087728:VGF144_F08_neg:scan:2942	0.74	5	NoID
mzspec:MSV000083300:BP000096848_n:scan:2459	0.74	4	NoID
mzspec:MSV000085887:WBE_conc1_T0_1:scan:15201	0.74	4	NoID
mzspec:MSV000083300:BP000098399_n:scan:2464	0.72	4	NoID
mzspec:MSV000088823:DOM_Interlab-LCMS_Lab018_M_Neg_MS2_rep3:scan:5720	0.71	4	NoID
mzspec:MSV000087995:DOM_Interlab-LCMS_Lab018_M_Neg_MS2_rep3:scan:5720	0.71	4	NoID
mzspec:MSV000081160:G3_LV3_CV0473:scan:1947	0.7	4	NoID
